file_path,width,height,red_ratio,red_moment_1,red_moment_2,green_ratio,green_moment_1,green_moment_2,blue_ratio,blue_moment_1,blue_moment_2,focus,luminance,luminance_std,all_edges,v_edges,h_edges,d_edges,orientation,simplicity,dif_hues,faces,faces_area,smiles,rule_of_thirds,static_saliency,rank_sum,fps,size,shackiness,motion_mag,fg_area,shadow_area,bg_area,camera_move,focus_diff,gabor_0,gabor_15,gabor_30,gabor_45,gabor_60,gabor_75,gabor_90,gabor_105,gabor_120,gabor_135,gabor_150,gabor_165,EH_0,EH_1,EH_2,EH_3,EH_4,EH_5,EH_6,EH_7,EH_8,EH_9,EH_10,EH_11,EH_12,EH_13,EH_14,EH_15,EH_16,entropy
0331,640,360,0.302522,0.293316,0.114446,0.319151,0.30944,0.106372,0.378327,0.366815,0.121774,0.152116,0.304924,0.107997,10.4299,10.9296,9.93006,11.8163,3,0.209031,0.224477,0.105769,0.00458909,0.00961538,0.00571267,0.0942507,0.25,0.416667,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,4,1,1,1,4,2,2,1,1,0.566724
0332,1280,720,0.361312,0.375292,0.136037,0.323546,0.336065,0.193335,0.315142,0.327336,0.212033,0.100957,0.339874,0.167608,10.4307,10.9327,9.9288,11.8159,3,0.0842788,0.0866836,0.588235,0.0440782,0,0.0356401,0.090826,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,4,4,3,1,4,1,1,1,4,1,1,1,1,0.565669
0333,1280,720,0.480713,0.303442,0.170366,0.317257,0.200264,0.120314,0.20203,0.127528,0.0609004,0.0969581,0.218338,0.123062,10.4185,10.9196,9.91737,11.802,3,0.171262,0.181498,0.38961,0.0498684,0.0844156,0.0485358,0.0546441,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,1,1,4,1,2,3,2,2,1,0.462171
0334,1280,720,0.370656,0.307834,0.0495823,0.192969,0.160263,0.0287186,0.436376,0.362415,0.0566539,0.34314,0.22283,0.0359888,10.4183,10.9259,9.91063,11.8036,3,0.0766986,0.078686,0,0,0,0,0.0672728,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,1,1,1,1,4,1,1,3,4,2,2,2,1,0.572338
0335,1280,720,0.346373,0.641924,0.0708054,0.333606,0.618263,0.084948,0.320021,0.593086,0.100625,0.222668,0.610104,0.0791763,10.4142,10.9225,9.90596,11.7981,3,0.0356413,0.0360646,0.0843373,0.00811355,0,0.00330735,0.105643,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,0.556556
0336,1280,720,0.310823,0.365118,0.134889,0.325606,0.382484,0.141081,0.363571,0.42708,0.158856,0.204066,0.37478,0.137328,10.399,10.9064,9.89157,11.7818,3,0.099342,0.102704,0,0,0,0,0.05285,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,4,2,2,4,2,2,2,2,2,1,0.546473
0337,1280,720,0.316157,0.496772,0.120077,0.338629,0.532081,0.122868,0.345215,0.54243,0.163736,0.145861,0.512238,0.109895,10.3989,10.9107,9.88701,11.7833,3,0.0457956,0.0464972,0.735537,0.0588721,0.0165289,0.122411,0.089557,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,4,4,1,4,4,1,1,4,4,2,1,1,4,0.587571
0338,1280,720,0.29958,0.318595,0.107383,0.330692,0.351681,0.116949,0.369729,0.393196,0.130879,0.183994,0.339631,0.112272,10.3929,10.9047,9.88103,11.777,3,0.128521,0.134206,0.630137,0.0638852,0.0958904,0.00343809,0.0780371,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,1,5,1,4,1,2,3,2,2,3,4,4,2,2,0.554187
0339,1280,720,0.375292,0.441279,0.189557,0.311721,0.366531,0.177665,0.312987,0.368018,0.191605,1,0.381354,0.179111,10.4093,10.9192,9.89931,11.7976,3,0.122659,0.127823,0.6125,0.0438618,0,0.0643627,0.123912,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,4,1,4,4,3,1,4,2,4,3,3,4,0.599211
0340,640,352,0.321558,0.280399,0.14493,0.358747,0.312828,0.155148,0.319695,0.278774,0.1437,0.285661,0.293236,0.14608,10.4094,10.9222,9.89659,11.7982,3,0.0474018,0.0481537,0.333333,0.01344,0,0.0214632,0.0669495,0.2997,0.499501,0.0938667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,4,1,1,1,4,3,2,3,1,0.462162
0341,1280,720,0.314339,0.290334,0.064791,0.359657,0.332191,0.0621564,0.326005,0.301109,0.0674118,0.178668,0.309786,0.0573628,10.4025,10.9138,9.8912,11.789,3,0.213512,0.229668,0.0283688,0.00126607,0,0.0028925,0.0546564,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,4,4,1,1,4,4,1,1,2,4,2,1,1,0.587428
0342,1280,720,0.334684,0.487443,0.0782903,0.339556,0.49454,0.0705603,0.32576,0.474446,0.0790227,0.113009,0.480389,0.0707815,10.4024,10.9163,9.88851,11.7865,3,0.108756,0.112797,0.0526316,0.00415482,0,0.00342032,0.127812,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,0.565144
0343,1280,720,0.317762,0.384629,0.16624,0.336465,0.407268,0.172738,0.345774,0.418536,0.18989,0.337003,0.393763,0.156048,10.3993,10.9131,9.88546,11.7831,3,0.183186,0.194953,0.387879,0.022661,0.0181818,0.0128818,0.0857412,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,4,4,4,1,4,1,4,1,2,2,2,3,4,0.55751
0344,1280,720,0.270716,0.419914,0.103456,0.335676,0.520675,0.108484,0.393607,0.610533,0.0909011,0.234509,0.490802,0.0994622,10.3952,10.908,9.8823,11.7787,3,0.10258,0.106169,0.27451,0.0195842,0.0294118,0.0513841,0.08616,0.2997,0.4995,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,2,1,4,2,2,1,4,1,3,1,4,1,1,0.606886
0345,1280,720,0.323607,0.419309,0.0890076,0.342455,0.443732,0.0955011,0.333938,0.432696,0.116211,0.497081,0.426521,0.0901887,10.4025,10.91,9.8949,11.7862,3,0.0880117,0.09064,0,0,0,0,0.137522,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0.602346
0346,1280,720,0.352552,0.542618,0.0611045,0.323415,0.497774,0.0533777,0.324033,0.498724,0.0633135,0.546037,0.501128,0.053314,10.4095,10.9207,9.89832,11.7931,3,0.107965,0.111946,0.29646,0.0241091,0,0.0112904,0.133392,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,4,1,1,4,1,1,1,2,4,4,1,2,1,0.625154
0347,1280,720,0.361139,0.262061,0.106816,0.309256,0.224412,0.116467,0.329605,0.239178,0.160339,0.0470436,0.232604,0.110403,10.3905,10.8997,9.88134,11.7699,3,0.118785,0.123626,0.0883721,0.00652447,0.00465116,0.00892841,0.0593279,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,0.528843
0348,1280,720,0.36227,0.255636,0.0623777,0.341383,0.240897,0.0624822,0.296347,0.209118,0.0453999,0.2593,0.236834,0.0570764,10.3846,10.8902,9.87901,11.7612,3,0.0669949,0.0685079,0.286822,0.0228637,0.0193798,0.0465116,0.10748,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,4,1,1,1,2,2,2,2,1,0.500313
0349,1280,720,0.365896,0.535448,0.183583,0.324081,0.474256,0.191417,0.310023,0.453685,0.190647,0.264096,0.480474,0.184263,10.3801,10.8885,9.87162,11.7584,3,0.0857261,0.0882195,0.0614525,0.00291237,0,0.0131668,0.112354,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,4,1,1,4,4,4,1,4,4,2,1,4,0.564511
0350,1280,720,0.315997,0.201229,0.137823,0.328445,0.209156,0.145665,0.355558,0.226422,0.145436,0.0848846,0.204597,0.139317,10.3751,10.8828,9.86746,11.7529,3,0.128975,0.134703,0.0980392,0.00904054,0.0392157,0.0244521,0.0611271,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,4,4,1,1,2,2,2,2,1,0.43979
0351,1280,720,0.340183,0.478004,0.126472,0.345434,0.485383,0.129896,0.314383,0.441752,0.118681,1,0.468751,0.123909,10.3773,10.8808,9.8738,11.7592,3,0.0821111,0.0843961,0.02,0.000918164,0,0.00143137,0.124514,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0.579348
0352,1280,720,0.321555,0.476169,0.091225,0.344008,0.509417,0.0943623,0.334437,0.495245,0.103071,0.56062,0.487982,0.089726,10.3786,10.8776,9.87962,11.761,3,0.045953,0.04666,0,0,0,0,0.113977,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,4,1,1,2,2,2,2,2,2,2,2,2,0.600127
0353,640,360,0.371659,0.166032,0.0477892,0.338531,0.151233,0.0413898,0.28981,0.129467,0.0383374,0.22702,0.150145,0.0420856,10.374,10.8746,9.87342,11.7556,3,0.0209075,0.0210526,0.75,0.0436376,0,0.00887513,0.0829534,0.2997,0.499501,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,4,4,1,1,4,4,3,1,3,1,0.368166
0354,1280,720,0.376285,0.279851,0.103751,0.324181,0.2411,0.0889773,0.299533,0.222769,0.0751983,0.0904751,0.245555,0.089723,10.3607,10.8602,9.8612,11.7398,3,0.0584884,0.0596392,0.433862,0.0186292,0,0.0751738,0.0710349,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,1,0.461356
0355,1280,720,0.353572,0.428027,0.167825,0.34021,0.411851,0.173204,0.306218,0.370702,0.14989,0.300521,0.403811,0.164901,10.3587,10.8542,9.8631,11.7372,3,0.119299,0.124187,0.0512821,0.00144631,0,0.00415619,0.0939926,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,0.584191
0356,640,350,0.39769,0.27228,0.107817,0.341331,0.233693,0.0939384,0.260979,0.17868,0.0790426,0.0859853,0.234273,0.0929452,10.3527,10.8526,9.85283,11.7299,3,0.0850982,0.0875569,0.279279,0.0262064,0,0.0272832,0.0714866,0.25,0.416667,0.0933333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,4,4,1,1,4,4,1,1,4,4,1,1,1,0.5589
0357,1280,720,0.375639,0.262266,0.178051,0.313207,0.218677,0.150601,0.311154,0.217243,0.174216,0.450214,0.226839,0.150083,10.3413,10.8425,9.84021,11.7191,3,0.0510171,0.051891,0,0,0,0,0.0702026,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,1,1,2,2,4,2,2,4,1,1,1,1,0.426244
0358,1280,720,0.387308,0.614618,0.0950588,0.308067,0.488871,0.133173,0.304625,0.483409,0.0667735,1,0.515577,0.096701,10.366,10.8636,9.86841,11.7448,3,0.0547578,0.055765,0.0735294,0.00378887,0,0.000461361,0.287888,0.299695,0.499492,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,2,4,2,2,2,4,2,3,3,4,1,2,0.570152
0359,1280,720,0.34287,0.299596,0.0896876,0.306696,0.267988,0.0652511,0.350433,0.306205,0.152603,0.154706,0.276118,0.0686068,10.3662,10.8677,9.8647,11.7446,3,0.117652,0.122402,0.0752688,0.00174269,0,0.00527093,0.114187,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,4,1,1,1,4,1,1,1,4,1,1,1,1,0.595282
0360,1280,720,0.338832,0.826041,0.0225852,0.333075,0.812005,0.024076,0.328092,0.799857,0.0257107,0.372936,0.798839,0.0231623,10.3565,10.8595,9.85357,11.7336,3,0.0897248,0.0924621,0.731429,0.0207278,0,0,0.0781436,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,2,4,3,4,3,4,1,4,3,4,1,4,1,4,0.433839
0361,1280,720,0.36912,0.52339,0.217419,0.327993,0.465074,0.221685,0.302887,0.429476,0.235615,0.322372,0.468964,0.214912,10.3626,10.8741,9.851,11.7392,3,0.0655013,0.0669479,0.638743,0.12103,0.157068,0.138867,0.107694,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,0.552768
0362,1280,720,0.303268,0.266863,0.196913,0.333494,0.293461,0.215515,0.363238,0.319635,0.223322,0.467547,0.282691,0.204975,10.3523,10.8626,9.84189,11.7279,3,0.0937895,0.096785,0.0168539,0.00110063,0,0.00123375,0.0672447,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,4,2,1,1,2,2,2,2,2,0.491206
0363,640,360,0.338592,0.542933,0.0865848,0.331793,0.53203,0.0907047,0.329615,0.528538,0.0904402,0.141388,0.524255,0.0871553,10.3435,10.8525,9.83459,11.7185,3,0.183081,0.194857,0.0163934,0.000573415,0,0.0030644,0.0746136,0.300001,0.500002,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,1,4,1,1,4,4,1,4,4,4,1,0.592874
0364,1280,720,0.36408,0.179618,0.133098,0.237184,0.117014,0.1124,0.398737,0.196716,0.136251,0.123761,0.141902,0.111039,10.3339,10.8423,9.8254,11.7067,3,0.114766,0.119286,0.0920245,0.00576703,0,0.0130077,0.0779984,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,0.428717
0365,1280,720,0.386009,0.547224,0.151578,0.327143,0.463773,0.169688,0.286847,0.406648,0.180682,0.606753,0.472609,0.161775,10.3546,10.8696,9.83949,11.7282,3,0.0946328,0.097683,0.139535,0.00469325,0,0.022264,0.149244,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,0.606744
0366,1280,720,0.382137,0.525211,0.101089,0.334503,0.459743,0.111393,0.28336,0.389453,0.100454,0.345813,0.46191,0.102574,10.37,10.8889,9.85106,11.7473,3,0.111952,0.116244,0.553488,0.0262322,0,0.0510442,0.125558,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,3,4,4,1,1,1,3,1,2,3,2,2,1,0.623275
0367,1280,720,0.347344,0.262174,0.119941,0.350726,0.264727,0.120614,0.301931,0.227897,0.115996,0.249461,0.254544,0.114999,10.3578,10.8714,9.84413,11.7341,3,0.0716809,0.0734172,0.0632184,0.00227401,0,0.0122605,0.0668376,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.517149
0368,1280,720,0.348745,0.586319,0.0822373,0.321202,0.540014,0.0824759,0.330054,0.554895,0.0823975,0.0917654,0.544511,0.0794778,10.351,10.8639,9.83801,11.7262,3,0.169255,0.179268,0.0285714,0.00077474,0,0.00257703,0.0817706,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,4,1,1,1,4,4,1,1,2,1,1,0.521356
0369,1280,720,0.35586,0.477733,0.0560332,0.333174,0.447277,0.0596964,0.310966,0.417463,0.0629613,0.34378,0.443921,0.0575077,10.362,10.8783,9.84574,11.7389,3,0.15529,0.163675,0.519553,0.0197117,0,0.0386972,0.109978,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,1,4,1,1,1,4,1,1,1,4,1,1,1,0.624692
0370,640,360,0.342887,0.608335,0.253274,0.333029,0.590844,0.278474,0.324084,0.574976,0.304659,0.287315,0.582522,0.266996,10.3605,10.8773,9.84374,11.7376,3,0.0843695,0.0867851,0.428571,0.0424532,0.0408163,0.0855142,0.0893804,0.23976,0.3996,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,4,4,1,1,1,1,3,2,3,1,1,0.435053
0371,1280,720,0.345874,0.562022,0.127512,0.332734,0.540669,0.119215,0.321392,0.52224,0.120865,0.326435,0.534217,0.119104,10.3632,10.8871,9.83937,11.7444,3,0.124217,0.129525,0.505376,0.0698428,0.0483871,0.0679528,0.105804,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,4,4,1,4,4,4,1,1,4,3,1,4,4,4,0.611027
0372,1280,720,0.31398,0.335546,0.138887,0.331597,0.354373,0.150063,0.354424,0.378768,0.156199,0.244915,0.344525,0.143222,10.3605,10.8849,9.83613,11.7414,3,0.121099,0.126139,0.148148,0.00414458,0,0.0171097,0.0899481,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,0.555661
0373,1280,720,0.34008,0.465836,0.186019,0.333443,0.456745,0.153596,0.326476,0.447201,0.155451,0.0865317,0.449257,0.155788,10.3577,10.8838,9.83164,11.7388,3,0.230176,0.249093,0.237288,0.0502632,0.0169492,0.0249252,0.085024,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,1,4,1,1,4,1,1,1,3,4,4,1,1,0.577217
0374,1280,720,0.35039,0.303037,0.126731,0.331499,0.286699,0.127704,0.318112,0.275121,0.140319,0.30581,0.284436,0.125702,10.3521,10.8795,9.82475,11.7312,3,0.0809867,0.0832105,0.563758,0.114686,0.0134228,0.0729877,0.0911047,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,4,1,1,4,4,1,1,4,4,1,1,1,0.473144
0375,1280,720,0.331364,0.439232,0.0731391,0.334971,0.444012,0.0737918,0.333665,0.44228,0.0779241,0.148403,0.43364,0.0724899,10.3451,10.8733,9.81692,11.7301,3,0.110571,0.11476,0.186528,0.0370841,0.00518135,0.0214366,0.0681975,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,4,4,4,1,4,2,2,2,4,2,2,4,4,0.615624
0376,1280,720,0.410407,0.610756,0.160011,0.322497,0.479931,0.182481,0.267095,0.397484,0.184277,0.245282,0.499489,0.167974,10.3461,10.8764,9.81574,11.7308,3,0.0789374,0.0810491,0.107595,0.00614872,0,0.0138951,0.115912,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.547009
0377,1280,720,0.345758,0.437745,0.201019,0.322695,0.408547,0.200749,0.331547,0.419753,0.224519,0.346782,0.410243,0.195723,10.343,10.873,9.81305,11.7284,3,0.150375,0.158229,0.0338983,0.00160156,0,0.00737787,0.0848292,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,4,4,2,2,2,2,2,2,2,2,2,0.531355
0378,1280,720,0.387884,0.445887,0.124653,0.333927,0.383861,0.0920004,0.278189,0.319789,0.092021,0.0502243,0.387248,0.0855085,10.3268,10.8515,9.80206,11.7102,3,0.182305,0.193984,0.015,0.00224095,0.005,0.00105882,0.0816192,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,4,1,1,1,2,2,2,2,1,0.541377
0379,1280,720,0.350019,0.551541,0.198191,0.334271,0.526726,0.162983,0.31571,0.497478,0.16427,0.18974,0.520025,0.136115,10.3216,10.8472,9.79589,11.7042,3,0.0743472,0.076219,0.484536,0.0594805,0,0.129452,0.0963506,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,1,1,1,4,2,1,1,4,2,1,1,4,1,0.49331
0380,1280,720,0.35089,0.373994,0.0939611,0.34072,0.363154,0.0902986,0.30839,0.328695,0.0840603,1,0.355257,0.0880862,10.3586,10.8984,9.81894,11.7476,3,0.101805,0.105343,0.0681818,0.00350397,0,0.0169875,0.151906,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,4,1,1,1,0.598472
0381,1280,720,0.391865,0.496016,0.123328,0.331407,0.419489,0.0894975,0.276728,0.350278,0.0858385,0.136583,0.425758,0.095347,10.3582,10.8958,9.82048,11.7473,3,0.184866,0.196874,0.491228,0.051671,0.0292398,0.0610022,0.0869145,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,3,2,2,4,3,4,2,3,1,1,4,3,0.599109
0382,1280,720,0.315774,0.401116,0.106756,0.353313,0.448799,0.1181,0.330913,0.420345,0.167124,1,0.422688,0.107086,10.3777,10.9153,9.84008,11.7681,3,0.0667845,0.0682883,0,0,0,0,0.156327,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,4,1,1,1,4,1,4,4,1,0.589855
0383,1280,720,0.291206,0.339084,0.0778741,0.322199,0.375173,0.086189,0.386594,0.450155,0.142257,0.313355,0.365506,0.0765198,10.3737,10.9099,9.83751,11.7624,3,0.106775,0.110672,0.0238095,0.0029208,0,0.000560224,0.100052,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,4,1,1,1,2,2,2,1,1,0.50434
0384,1280,720,0.317956,0.517074,0.117074,0.344777,0.560692,0.11146,0.337267,0.548478,0.110602,0.256142,0.535432,0.110157,10.3707,10.9042,9.83723,11.762,3,0.100345,0.103779,0,0,0,0,0.0959487,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.57952
0385,1280,720,0.33165,0.420697,0.136242,0.332485,0.421757,0.139188,0.335864,0.426043,0.138599,0.2314,0.413553,0.135206,10.3654,10.8973,9.83348,11.7568,3,0.0941761,0.0971954,0.320312,0.0146723,0,0.0559743,0.0780827,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,4,1,1,4,2,2,2,2,2,0.490065
0386,1280,720,0.357197,0.681791,0.0147904,0.331557,0.632852,0.0144384,0.311246,0.594083,0.0167664,1,0.630334,0.0144124,10.3991,10.9342,9.86394,11.7899,3,0.0180731,0.0181814,0.968037,0.150999,0.0684932,0.188576,0.175303,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,2,1,1,4,1,1,1,4,3,1,2,1,0.593093
0387,1280,720,0.355556,0.287501,0.0724931,0.401774,0.324873,0.0855155,0.24267,0.196222,0.0718724,0.960167,0.293052,0.0752619,10.4308,10.9695,9.89218,11.8219,3,0.00380849,0.00381327,0.0426829,0.00165912,0,0.010043,0.179393,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,0.59257
0388,1280,720,0.4378,0.194725,0.030223,0.298354,0.132702,0.0193357,0.263845,0.117353,0.00854703,0.594641,0.14631,0.0195168,10.4298,10.9667,9.89283,11.8201,3,0.112218,0.116523,0.444444,0.0379404,0,0.11381,0.0859058,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,1,1,1,4,3,4,1,4,2,4,2,2,4,0.511318
0389,1280,720,0.320009,0.506884,0.104167,0.332479,0.526637,0.0867049,0.347512,0.55045,0.101059,0.0888545,0.513155,0.0860307,10.4198,10.9481,9.89141,11.8087,3,0.179289,0.190538,0,0,0,0,0.0813539,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.571333
0390,1280,720,0.343885,0.419335,0.157963,0.334962,0.408453,0.141919,0.321153,0.391616,0.15683,0.219476,0.401613,0.142001,10.416,10.9438,9.88815,11.8039,3,0.108008,0.111992,0,0,0,0,0.123435,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,0.539099
0391,1280,720,0.355825,0.520425,0.175251,0.332752,0.48668,0.176356,0.311423,0.455484,0.183312,0.685284,0.483413,0.170953,10.429,10.959,9.89892,11.8173,3,0.120702,0.125696,0.211679,0.0201414,0.0145985,0.0223558,0.145708,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,4,1,1,4,1,1,1,4,1,1,1,1,0.589767
0392,1280,720,0.334519,0.442568,0.0503852,0.328582,0.434713,0.0532567,0.336899,0.445716,0.0748944,0.470346,0.429592,0.048716,10.4476,10.9798,9.91537,11.8379,3,0.0713828,0.0730995,0.0723982,0.00584382,0,0.00354006,0.131471,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,4,4,1,1,4,1,1,1,1,1,1,4,4,0.62887
0393,1280,720,0.308048,0.466595,0.100268,0.346855,0.525375,0.0892994,0.345097,0.522712,0.102638,0.286358,0.497378,0.0853377,10.4446,10.9747,9.91444,11.8346,3,0.0863563,0.0888818,0.0491803,0.0020749,0,0.000610736,0.103611,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,2,2,2,2,2,2,2,2,2,1,4,2,2,0.586388
